recording_id	prompt_id	take	tier	kind	asaxi	translation_en	translation_scope	dictionary_pitch_by_word	predicted_utterance_pitch_by_word	morphology_by_word	predicted_boundary_tone	reference_authority	reference_reading	reference_agreement	annotation_status
asx_nat_78e66555a0d3_t01	asx_nat_78e66555a0d3	1	C	natural_reader	xő shánă zèxiŕa, sèwo xő gaåka igùŕana dăgo xogă, sivënů, zå sè hja åkamoba dzo' ŕa aimù hùzèxijo, ŕa hja igùŕana să xiŕa ŕa nåsi pă nono nániŕa tte xő zècè.	He was wise, for he had seen a long succession of mechanical toys arrive to boast and swagger, and by-and-by break their mainsprings and pass away, and he knew that they were only toys, and would never turn into anything else.	exact	xő [L] | shánă [H.H] | zèxiŕa [L.H.H] | sèwo [L.L] | xő [L] | gaåka [L.H.L] | igùŕana [H.L.L.L] | dăgo [L.L] | xogă [L.H] | sivënů [H.H.L] | zå [L] | sè [L] | hja [L] | åkamoba [H.L.L.L] | dzo' [H] | ŕa [L] | aimù [H.L.L] | hùzèxijo [L.L.H.L] | ŕa [L] | hja [L] | igùŕana [H.L.L.L] | să [H] | xiŕa [L.L] | ŕa [L] | nåsi [L.L] | pă [L] | nono [H.L] | nániŕa [H.L.L] | tte [L.L] | xő [L] | zècè [L.H]	xő [H] | shánă [L.H] | zèxiŕa [L.H.H] | sèwo [L.L] | xő [L] | gaåka [L.H.L] | igùŕana [H.L.L.L] | dăgo [L.L] | xogă [L.H] | sivënů [H.H.L] | zå [L] | sè [L] | hja [L] | åkamoba [H.L.L.L] | dzo' [H] | ŕa [L] | aimù [H.L.L] | hùzèxijo [L.L.H.L] | ŕa [L] | hja [L] | igùŕana [H.L.L.L] | să [H] | xiŕa [L.L] | ŕa [L] | nåsi [L.L] | pă [L] | nono [H.L] | nániŕa [H.L.L] | tte [L.L] | xő [L] | zècè [L.L]	xő [lexical] | shánă [lexical] | zèxiŕa [zè- (prefix) + xi (root) + -ŕa (validity suffix)] | sèwo [lexical] | xő [lexical] | gaåka [ga- (compound prefix) + åka (root)] | igùŕana [igùŕa (lexical unit) + no (function morpheme) + -a (plural suffix)] | dăgo [lexical] | xogă [lexical] | sivënů [lexical] | zå [lexical] | sè [lexical] | hja [lexical] | åkamoba [åka (compound modifier) + moba (compound head: mobo (root) + -a (plural))] | dzo' [lexical] | ŕa [lexical] | aimù [lexical] | hùzèxijo [hù- (prefix) + zè- (prefix) + -x- (infix) + ijo (lexical unit)] | ŕa [lexical] | hja [lexical] | igùŕana [igùŕa (lexical unit) + no (function morpheme) + -a (plural suffix)] | să [lexical] | xiŕa [lexical] | ŕa [lexical] | nåsi [lexical] | pă [pă- (prefix)] | nono [lexical] | nániŕa [ná (dominant prefix) + ni (function morpheme) + -ŕa (validity suffix)] | tte [lexical] | xő [lexical] | zècè [zè- (prefix) + cè (root)]	L%	none		no_reference	model_hypothesis
asx_nat_09cb22a663c2_t01	asx_nat_09cb22a663c2	1	C	natural_reader	sèwo hjávakam-txaŕăijo xăsiŕoný xăjovină xiŕa, ŕa onă txăný shána kamnawopao ůwů zèvivinů igùŕana să ăni jo săsă cő.	For nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.	exact	sèwo [L.L] | hjávakam [H.L.L] | txaŕăijo [H.L.L.L] | xăsiŕoný [H.H.H.L] | xăjovină [H.H.L.L] | xiŕa [L.L] | ŕa [L] | onă [L.L] | txăný [H.H] | shána [H.L] | kamnawopao [L.L.H.L.L] | ůwů [H.L] | zèvivinů [L.H.L.L] | igùŕana [H.L.L.L] | să [H] | ăni [H.H] | jo [H] | săsă [L.L] | cő [H]	sèwo [H.L] | hjávakam [H.L.L] | txaŕăijo [H.L.L.L] | xăsiŕoný [H.H.H.L] | xăjovină [H.H.L.L] | xiŕa [L.L] | ŕa [L] | onă [L.L] | txăný [H.H] | shána [H.L] | kamnawopao [L.L.H.L.L] | ůwů [H.L] | zèvivinů [L.H.L.L] | igùŕana [H.L.L.L] | să [H] | ăni [H.H] | jo [H] | săsă [L.L] | cő [L]	sèwo [lexical] | hjávakam [lexical] | txaŕăijo [lexical] | xăsiŕoný [xă- (prefix) + siŕo (root) + -ný (reduced cold adjective suffix)] | xăjovină [xă- (prefix) + jovi (root) + -nă (warm adjective suffix)] | xiŕa [lexical] | ŕa [lexical] | onă [lexical] | txăný [txă (root) + -ný (reduced cold adjective suffix)] | shána [shá (lexical unit) + na (function morpheme)] | kamnawopao [kamnawo (compound modifier) + pao (compound head)] | ůwů [lexical] | zèvivinů [zè- (prefix) + vivi (root) + -n- (infix) + -ů (verbalizer)] | igùŕana [igùŕa (lexical unit) + no (function morpheme) + -a (plural suffix)] | să [lexical] | ăni [lexical] | jo [lexical] | săsă [lexical] | cő [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_063a60ca81eb_t01	asx_nat_063a60ca81eb	1	C	natural_reader	„xăcènă kjo xiŕa?”	"What is REAL?" asked the Rabbit one day, when they were lying side by side near the nursery fender, before Nana came to tidy the room. "Does it mean having things that buzz inside you and a stick-out handle?"	source_context	xăcènă [H.L.L] | kjo [H] | xiŕa [L.L]	xăcènă [L.L.L] | kjo [H] | xiŕa [L.L]	xăcènă [lexical] | kjo [lexical] | xiŕa [lexical]	LH%	none		no_reference	model_hypothesis
asx_nat_dfc9bcc849c9_t01	asx_nat_dfc9bcc849c9	1	C	natural_reader	tte, gănå pỏpỏ zèkëjù — xa ba sè hjávakam ŕămáka, gja babů nivå, nana vakam binů ni xogă panå.	"What is REAL?" asked the Rabbit one day, when they were lying side by side near the nursery fender, before Nana came to tidy the room. "Does it mean having things that buzz inside you and a stick-out handle?"	source_context	tte [L.L] | gănå [L.L] | pỏpỏ [H.L] | zèkëjù [L.H.L] | xa [L] | ba [L] | sè [L] | hjávakam [H.L.L] | ŕămáka [H.L.L] | gja [L] | babů [L.L] | nivå [L.L] | nana [H.L] | vakam [H.L] | binů [H.H] | ni [L] | xogă [L.H] | panå [L.L]	tte [L.H] | gănå [L.L] | pỏpỏ [H.L] | zèkëjù [L.H.L] | xa [L] | ba [L] | sè [L] | hjávakam [H.L.L] | ŕămáka [H.L.L] | gja [L] | babů [L.L] | nivå [L.L] | nana [H.L] | vakam [H.L] | binů [H.H] | ni [L] | xogă [L.H] | panå [L.L]	tte [lexical] | gănå [lexical] | pỏpỏ [lexical] | zèkëjù [zè- (prefix) + këjù (root)] | xa [lexical] | ba [ba- (prefix)] | sè [lexical] | hjávakam [lexical] | ŕămáka [lexical] | gja [lexical] | babů [ba- (prefix) + -b- (verbal bridge) + -ů (verbalizer)] | nivå [lexical] | nana [lexical] | vakam [lexical] | binů [lexical] | ni [lexical] | xogă [lexical] | panå [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_45d6fa55c011_t01	asx_nat_45d6fa55c011	1	C	natural_reader	„xăcènă tte, ksá no kamŕů nèŕa,” tte kamnawopao zëjù.	"Real isn't how you are made," said the Skin Horse.	terminal_aligned	xăcènă [H.L.L] | tte [L.L] | ksá [H] | no [L] | kamŕů [H.L] | nèŕa [L.L] | tte [L.L] | kamnawopao [L.L.H.L.L] | zëjù [H.L]	xăcènă [H.L.L] | tte [L.L] | ksá [H] | no [L] | kamŕů [H.L] | nèŕa [L.L] | tte [L.L] | kamnawopao [L.L.H.L.L] | zëjù [H.L]	xăcènă [lexical] | tte [lexical] | ksá [lexical] | no [lexical] | kamŕů [lexical] | nèŕa [lexical] | tte [lexical] | kamnawopao [kamnawo (compound modifier) + pao (compound head)] | zëjù [zè- (prefix) + ijù (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_59cf0168350a_t01	asx_nat_59cf0168350a	1	C	natural_reader	„jo onýj ni no xogă nono xiŕa.”	"It's a thing that happens to you."	terminal_aligned	jo [H] | onýj [L.L] | ni [L] | no [L] | xogă [L.H] | nono [H.L] | xiŕa [L.L]	jo [H] | onýj [L.L] | ni [L] | no [L] | xogă [L.H] | nono [H.L] | xiŕa [L.L]	jo [lexical] | onýj [lexical] | ni [lexical] | no [lexical] | xogă [lexical] | nono [lexical] | xiŕa [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_2561adcb8da9_t01	asx_nat_2561adcb8da9	1	C	natural_reader	„hjá ni no nixå xădăna å sùkixů vå — igùŕanů då să ná, dzè xăsùkixů — zå no xăcèshá niŕa.”	"When a child loves you for a long, long time, not just to play with, but REALLY loves you, then you become Real."	terminal_aligned	hjá [H] | ni [L] | no [L] | nixå [L.L] | xădăna [H.H.L] | å [H] | sùkixů [H.L.L] | vå [L] | igùŕanů [H.L.L.L] | då [L] | să [H] | ná [H] | dzè [L] | xăsùkixů [H.H.L.L] | zå [L] | no [L] | xăcèshá [H.L.L] | niŕa [H.H]	hjá [H] | ni [L] | no [L] | nixå [L.L] | xădăna [H.H.L] | å [H] | sùkixů [H.L.L] | vå [L] | igùŕanů [H.L.L.L] | då [L] | să [H] | ná [H] | dzè [L] | xăsùkixů [H.H.L.L] | zå [L] | no [L] | xăcèshá [H.L.L] | niŕa [H.H]	hjá [lexical] | ni [lexical] | no [lexical] | nixå [lexical] | xădăna [xă- (prefix) + dă (lexical unit) + na (function morpheme)] | å [lexical] | sùkixů [lexical] | vå [lexical] | igùŕanů [lexical] | då [lexical] | să [lexical] | ná [lexical] | dzè [lexical] | xăsùkixů [xă- (prefix) + sùki (root) + -x- (infix) + -ů (verbalizer)] | zå [lexical] | no [lexical] | xăcèshá [lexical] | niŕa [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_c689ceb75477_t01	asx_nat_c689ceb75477	1	C	natural_reader	„jo aixa kè?”	"Does it hurt?"	terminal_aligned	jo [H] | aixa [H.L.L] | kè [L]	jo [L] | aixa [H.L.L] | kè [L]	jo [lexical] | aixa [lexical] | kè [lexical]	LH%	none		no_reference	model_hypothesis
asx_nat_fd82db845736_t01	asx_nat_fd82db845736	1	C	natural_reader	tte pỏpỏ zèkëjù.	asked the Rabbit.	terminal_aligned	tte [L.L] | pỏpỏ [H.L] | zèkëjù [L.H.L]	tte [L.H] | pỏpỏ [L.L] | zèkëjù [L.H.L]	tte [lexical] | pỏpỏ [lexical] | zèkëjù [zè- (prefix) + këjù (root)]	L%	none		no_reference	model_hypothesis
asx_nat_6fea815d4d0b_t01	asx_nat_6fea815d4d0b	1	C	natural_reader	„izånixå,” tte kamnawopao zëjù, sèwo xő onå xăcèno zëjù.	"Sometimes," said the Skin Horse, for he was always truthful.	terminal_aligned	izånixå [L.L.L.L] | tte [L.L] | kamnawopao [L.L.H.L.L] | zëjù [H.L] | sèwo [L.L] | xő [L] | onå [L.L] | xăcèno [H.L.L] | zëjù [H.L]	izånixå [H.L.L.L] | tte [L.L] | kamnawopao [L.L.H.L.L] | zëjù [H.L] | sèwo [L.L] | xő [L] | onå [L.L] | xăcèno [H.L.L] | zëjù [H.L]	izånixå [lexical] | tte [lexical] | kamnawopao [kamnawo (compound modifier) + pao (compound head)] | zëjù [zè- (prefix) + ijù (lexical unit)] | sèwo [lexical] | xő [lexical] | onå [lexical] | xăcèno [lexical] | zëjù [zè- (prefix) + ijù (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_ee9537bd6dec_t01	asx_nat_ee9537bd6dec	1	C	natural_reader	„no xăcèshá xiŕa vå, anő aixa ăni no itákaná.”	"When you are Real you don't mind being hurt."	terminal_aligned	no [L] | xăcèshá [H.L.L] | xiŕa [L.L] | vå [L] | anő [L.L] | aixa [H.L.L] | ăni [H.H] | no [L] | itákaná [H.L.L.H]	no [H] | xăcèshá [L.L.L] | xiŕa [L.L] | vå [L] | anő [L.L] | aixa [H.L.L] | ăni [H.H] | no [L] | itákaná [H.L.L.L]	no [lexical] | xăcèshá [lexical] | xiŕa [lexical] | vå [lexical] | anő [lexical] | aixa [lexical] | ăni [lexical] | no [lexical] | itákaná [itáka (root) + ná (dominant suffix)]	L%	none		no_reference	model_hypothesis
asx_nat_ab6bddba66bf_t01	asx_nat_ab6bddba66bf	1	C	natural_reader	„jo săbam xogă kè — ksá anő ŕoka — si jonojo?”	"Does it happen all at once, like being wound up," he asked, "or bit by bit?"	source_context	jo [H] | săbam [H.H] | xogă [L.H] | kè [L] | ksá [H] | anő [L.L] | ŕoka [H.L] | si [L] | jonojo [L.L.L]	jo [L] | săbam [H.H] | xogă [L.H] | kè [L] | ksá [H] | anő [L.L] | ŕoka [H.L] | si [L] | jonojo [L.L.L]	jo [lexical] | săbam [să (root) + -bam (suffix)] | xogă [lexical] | kè [lexical] | ksá [lexical] | anő [lexical] | ŕoka [lexical] | si [lexical] | jonojo [lexical]	LH%	none		no_reference	model_hypothesis
asx_nat_1781e48f3166_t01	asx_nat_1781e48f3166	1	C	natural_reader	tte xő zèkëjù.	"Does it happen all at once, like being wound up," he asked, "or bit by bit?"	source_context	tte [L.L] | xő [L] | zèkëjù [L.H.L]	tte [L.H] | xő [L] | zèkëjù [L.H.L]	tte [lexical] | xő [lexical] | zèkëjù [zè- (prefix) + këjù (root)]	L%	none		no_reference	model_hypothesis
asx_nat_a9f105b48ea7_t01	asx_nat_a9f105b48ea7	1	C	natural_reader	„jo săbam xogăná,” tte kamnawopao zëjù.	"It doesn't happen all at once," said the Skin Horse.	terminal_aligned	jo [H] | săbam [H.H] | xogăná [L.H.H] | tte [L.L] | kamnawopao [L.L.H.L.L] | zëjù [H.L]	jo [H] | săbam [H.H] | xogăná [L.H.H] | tte [L.L] | kamnawopao [L.L.H.L.L] | zëjù [H.L]	jo [lexical] | săbam [să (root) + -bam (suffix)] | xogăná [xogă (root) + ná (dominant suffix)] | tte [lexical] | kamnawopao [kamnawo (compound modifier) + pao (compound head)] | zëjù [zè- (prefix) + ijù (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_e457d84ba8ac_t01	asx_nat_e457d84ba8ac	1	C	natural_reader	„no niŕa.”	"You become."	terminal_aligned	no [L] | niŕa [H.H]	no [H] | niŕa [L.L]	no [lexical] | niŕa [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_92dc23d6a281_t01	asx_nat_92dc23d6a281	1	C	natural_reader	„jo xădănă å wëè.”	"It takes a long time."	terminal_aligned	jo [H] | xădănă [H.H.H] | å [H] | wëè [H.L]	jo [H] | xădănă [H.H.H] | å [H] | wëè [H.L]	jo [lexical] | xădănă [xă- (prefix) + dă (root) + -nă (warm adjective suffix)] | å [lexical] | wëè [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_f73753c70c09_t01	asx_nat_f73753c70c09	1	C	natural_reader	„ninå jo ni onă ală dzo' sháma, si ni onă sxëbony tama ma sháma, si ni onă dhè hjihjină sùva wëè sháma nanå xogăná.”	"That's why it doesn't often happen to people who break easily, or have sharp edges, or who have to be carefully kept."	terminal_aligned	ninå [L.L] | jo [H] | ni [L] | onă [L.L] | ală [H.L] | dzo' [H] | sháma [H.H] | si [L] | ni [L] | onă [L.L] | sxëbony [H.L] | tama [H.L] | ma [H] | sháma [H.H] | si [L] | ni [L] | onă [L.L] | dhè [L] | hjihjină [H.L.L] | sùva [H.L] | wëè [H.L] | sháma [H.H] | nanå [L.L] | xogăná [L.H.H]	ninå [H.L] | jo [H] | ni [L] | onă [L.L] | ală [H.L] | dzo' [H] | sháma [H.H] | si [L] | ni [L] | onă [L.L] | sxëbony [H.L] | tama [H.L] | ma [H] | sháma [H.H] | si [L] | ni [L] | onă [L.L] | dhè [L] | hjihjină [H.L.L] | sùva [H.L] | wëè [H.L] | sháma [H.H] | nanå [L.L] | xogăná [L.H.H]	ninå [lexical] | jo [lexical] | ni [lexical] | onă [lexical] | ală [lexical] | dzo' [lexical] | sháma [shá (root) + -ma (plural)] | si [lexical] | ni [lexical] | onă [lexical] | sxëbony [sxëbo (lexical unit) + -ný (reduced cold adjective suffix)] | tama [tamo (root) + -a (plural)] | ma [lexical] | sháma [shá (root) + -ma (plural)] | si [lexical] | ni [lexical] | onă [lexical] | dhè [lexical] | hjihjină [lexical] | sùva [lexical] | wëè [lexical] | sháma [shá (root) + -ma (plural)] | nanå [lexical] | xogăná [xogă (root) + ná (dominant suffix)]	L%	none		no_reference	model_hypothesis
asx_nat_d21868099394_t01	asx_nat_d21868099394	1	C	natural_reader	opùnå, no xăcèshá niŕa måniåkam, dhè sè no těpỏ dăgo bă sùki hùzèvèshů, sè no mëja pădopù, sè no xodëa alănů, ŕa no xăksùnýj niŕa.	"Generally, by the time you are Real, most of your hair has been loved off and your eyes drop out and you get loose in the joints and very shabby."	terminal_aligned	opùnå [L.L.L] | no [L] | xăcèshá [H.L.L] | niŕa [H.H] | måniåkam [L.L.L.L] | dhè [L] | sè [L] | no [L] | těpỏ [L.H] | dăgo [L.L] | bă [L] | sùki [H.L] | hùzèvèshů [L.L.H.H] | sè [L] | no [L] | mëja [H.L] | pădopù [L.H.L] | sè [L] | no [L] | xodëa [H.L.L] | alănů [H.L.L] | ŕa [L] | no [L] | xăksùnýj [H.H.H] | niŕa [H.H]	opùnå [H.L.L] | no [L] | xăcèshá [H.L.L] | niŕa [H.H] | måniåkam [L.L.L.L] | dhè [L] | sè [L] | no [L] | těpỏ [L.H] | dăgo [L.L] | bă [L] | sùki [H.L] | hùzèvèshů [L.L.H.H] | sè [L] | no [L] | mëja [H.L] | pădopù [L.H.L] | sè [L] | no [L] | xodëa [H.L.L] | alănů [H.L.L] | ŕa [L] | no [L] | xăksùnýj [H.H.H] | niŕa [H.H]	opùnå [lexical] | no [lexical] | xăcèshá [lexical] | niŕa [lexical] | måniåkam [lexical] | dhè [lexical] | sè [lexical] | no [lexical] | těpỏ [lexical] | dăgo [lexical] | bă [lexical] | sùki [lexical] | hùzèvèshů [hù- (prefix) + zè- (prefix) + vè (root) + -sh- (infix) + -ů (verbalizer)] | sè [lexical] | no [lexical] | mëja [mëjo (root) + -a (plural)] | pădopù [pă- (prefix) + dopù (root)] | sè [lexical] | no [lexical] | xodëa [xo (compound modifier) + dëa (compound head: dë (root) + -a (plural))] | alănů [lexical] | ŕa [lexical] | no [lexical] | xăksùnýj [xă- (prefix) + ksù (root) + -nýj (cold adjective suffix)] | niŕa [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_0f8843b0cce3_t01	asx_nat_0f8843b0cce3	1	C	natural_reader	dzè o-nona săsă itáka nỏwë, sèwo no xăcèshá săbam niŕa vå, no fůjovină ůjů ken.ná — då onă cőná sháma să.	"But these things don't matter at all, because once you are Real you can't be ugly, except to people who don't understand."	terminal_aligned	dzè [L] | o [H] | nona [H.L] | săsă [L.L] | itáka [H.L.L] | nỏwë [L.L] | sèwo [L.L] | no [L] | xăcèshá [H.L.L] | săbam [H.H] | niŕa [H.H] | vå [L] | no [L] | fůjovină [H.L.L.L] | ůjů [H.L] | ken.ná [L.L] | då [L] | onă [L.L] | cőná [H.H] | sháma [H.H] | să [H]	dzè [H] | o [L] | nona [H.L] | săsă [L.L] | itáka [H.L.L] | nỏwë [L.L] | sèwo [L.L] | no [L] | xăcèshá [H.L.L] | săbam [H.H] | niŕa [H.H] | vå [L] | no [L] | fůjovină [H.L.L.L] | ůjů [H.L] | ken.ná [L.L] | då [L] | onă [L.L] | cőná [H.H] | sháma [H.H] | să [H]	dzè [lexical] | o [lexical] | nona [nono (root) + -a (plural)] | săsă [lexical] | itáka [lexical] | nỏwë [lexical] | sèwo [lexical] | no [lexical] | xăcèshá [lexical] | săbam [să (root) + -bam (suffix)] | niŕa [lexical] | vå [lexical] | no [lexical] | fůjovină [fů (compound modifier) + jovi (compound head) + -nă (warm adjective suffix)] | ůjů [lexical] | ken.ná [lexical] | då [lexical] | onă [lexical] | cőná [cő (root) + ná (dominant suffix)] | sháma [shá (root) + -ma (plural)] | să [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_4afeec0f1c6f_t01	asx_nat_4afeec0f1c6f	1	C	natural_reader	„no xăcèshá xiŕa tte pùŕima?”	"I suppose you are Real?"	terminal_aligned	no [L] | xăcèshá [H.L.L] | xiŕa [L.L] | tte [L.L] | pùŕima [L.H.L]	no [L] | xăcèshá [L.L.L] | xiŕa [L.L] | tte [L.L] | pùŕima [L.L.L]	no [lexical] | xăcèshá [lexical] | xiŕa [lexical] | tte [lexical] | pùŕima [lexical]	LH%	none		no_reference	model_hypothesis
asx_nat_ae3cd835ae95_t01	asx_nat_ae3cd835ae95	1	C	natural_reader	tte pỏpỏ zëjù.	said the Rabbit.	terminal_aligned	tte [L.L] | pỏpỏ [H.L] | zëjù [H.L]	tte [L.H] | pỏpỏ [L.L] | zëjù [H.L]	tte [lexical] | pỏpỏ [lexical] | zëjù [zè- (prefix) + ijù (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_000d44bfa911_t01	asx_nat_000d44bfa911	1	C	natural_reader	zå wo jo ijù panå tte xő zèjå, sèwo kamnawopao aichů ken tte xő zèŕima.	And then he wished he had not said it, for he thought the Skin Horse might be sensitive.	terminal_aligned	zå [L] | wo [L] | jo [H] | ijù [H.L] | panå [L.L] | tte [L.L] | xő [L] | zèjå [L.H] | sèwo [L.L] | kamnawopao [L.L.H.L.L] | aichů [H.L.L] | ken [L] | tte [L.L] | xő [L] | zèŕima [L.H.L]	zå [H] | wo [L] | jo [H] | ijù [H.L] | panå [L.L] | tte [L.L] | xő [L] | zèjå [L.H] | sèwo [L.L] | kamnawopao [L.L.H.L.L] | aichů [H.L.L] | ken [L] | tte [L.L] | xő [L] | zèŕima [L.H.L]	zå [lexical] | wo [lexical] | jo [lexical] | ijù [lexical] | panå [lexical] | tte [lexical] | xő [lexical] | zèjå [zè- (prefix) + jå (root)] | sèwo [lexical] | kamnawopao [kamnawo (compound modifier) + pao (compound head)] | aichů [lexical] | ken [lexical] | tte [lexical] | xő [lexical] | zèŕima [zè- (prefix) + ŕima (root)]	L%	none		no_reference	model_hypothesis
asx_nat_47874c04e248_t01	asx_nat_47874c04e248	1	C	natural_reader	dzè kamnawopao zèxånů să.	But the Skin Horse only smiled.	terminal_aligned	dzè [L] | kamnawopao [L.L.H.L.L] | zèxånů [H.L.L] | să [H]	dzè [H] | kamnawopao [L.L.H.L.L] | zèxånů [H.L.L] | să [L]	dzè [lexical] | kamnawopao [kamnawo (compound modifier) + pao (compound head)] | zèxånů [zè- (prefix) + exå (lexical unit) + -n- (infix) + -ů (verbalizer)] | să [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_b5c0da02b3c7_t01	asx_nat_b5c0da02b3c7	1	C	natural_reader	„sè onă bỏhjá bỏba wo zèxăcèků,” tte xő zëjù.	"The Boy's Uncle made me Real," he said.	terminal_aligned	sè [L] | onă [L.L] | bỏhjá [H.L] | bỏba [H.L] | wo [L] | zèxăcèků [L.H.H.L] | tte [L.L] | xő [L] | zëjù [H.L]	sè [H] | onă [L.L] | bỏhjá [H.L] | bỏba [H.L] | wo [L] | zèxăcèků [L.H.H.L] | tte [L.L] | xő [L] | zëjù [H.L]	sè [lexical] | onă [lexical] | bỏhjá [lexical] | bỏba [lexical] | wo [lexical] | zèxăcèků [zè- (prefix) + xăcè (root) + -k- (infix) + -ů (verbalizer)] | tte [lexical] | xő [lexical] | zëjù [zè- (prefix) + ijù (lexical unit)]	L%	none		no_reference	model_hypothesis
asx_nat_165765969414_t01	asx_nat_165765969414	1	C	natural_reader	„jo xădăgo txăa hùwo zèxiŕa; dzè no xăcèshá săbam niŕa vå, no fůxăcèshá nanániŕa ken.ná.”	"That was a great many years ago; but once you are Real you can't become unreal again."	terminal_aligned	jo [H] | xădăgo [H.L.L] | txăa [H.H] | hùwo [L.H] | zèxiŕa [L.H.H] | dzè [L] | no [L] | xăcèshá [H.L.L] | săbam [H.H] | niŕa [H.H] | vå [L] | no [L] | fůxăcèshá [H.L.L.L] | nanániŕa [L.H.L.L] | ken.ná [L.L]	jo [H] | xădăgo [H.L.L] | txăa [H.H] | hùwo [L.H] | zèxiŕa [L.H.H] | dzè [L] | no [L] | xăcèshá [H.L.L] | săbam [H.H] | niŕa [H.H] | vå [L] | no [L] | fůxăcèshá [H.L.L.L] | nanániŕa [L.H.L.L] | ken.ná [L.L]	jo [lexical] | xădăgo [xă- (prefix) + dăgo (function morpheme)] | txăa [txă (root) + -a (plural)] | hùwo [lexical] | zèxiŕa [zè- (prefix) + xi (root) + -ŕa (validity suffix)] | dzè [lexical] | no [lexical] | xăcèshá [lexical] | săbam [să (root) + -bam (suffix)] | niŕa [lexical] | vå [lexical] | no [lexical] | fůxăcèshá [fů (compound modifier) + xăcè (compound modifier) + shá (compound head)] | nanániŕa [na- (prefix) + ná (dominant suffix) + ni (function morpheme) + -ŕa (validity suffix)] | ken.ná [lexical]	L%	none		no_reference	model_hypothesis
asx_nat_1c31a82a8ebf_t01	asx_nat_1c31a82a8ebf	1	C	natural_reader	„jo onå måmåŕa.”	"It lasts for always."	terminal_aligned	jo [H] | onå [L.L] | måmåŕa [H.L.L]	jo [H] | onå [L.L] | måmåŕa [H.L.L]	jo [lexical] | onå [lexical] | måmåŕa [måmå (root) + -ŕa (validity suffix)]	L%	none		no_reference	model_hypothesis
asx_nat_583eff3ed8be_t01	asx_nat_583eff3ed8be	1	C	natural_reader	pỏpỏ dănă săfwù zèxopă.	The Rabbit sighed.	terminal_aligned	pỏpỏ [H.L] | dănă [H.L] | săfwù [H.L] | zèxopă [L.H.H]	pỏpỏ [H.L] | dănă [H.L] | săfwù [H.L] | zèxopă [L.H.H]	pỏpỏ [lexical] | dănă [lexical] | săfwù [lexical] | zèxopă [zè- (prefix) + xopă (root)]	L%	none		no_reference	model_hypothesis
asx_nat_1216179bf906_t01	asx_nat_1216179bf906	1	C	natural_reader	o dhè xăcènă zèvonů txaŕăijo ni wo xogă panå nixå xădănă å tte xő zèŕima.	He thought it would be a long time before this magic called Real happened to him.	terminal_aligned	o [H] | dhè [L] | xăcènă [H.L.L] | zèvonů [H.L.L] | txaŕăijo [H.L.L.L] | ni [L] | wo [L] | xogă [L.H] | panå [L.L] | nixå [L.L] | xădănă [H.H.H] | å [H] | tte [L.L] | xő [L] | zèŕima [L.H.L]	o [H] | dhè [L] | xăcènă [H.L.L] | zèvonů [H.L.L] | txaŕăijo [H.L.L.L] | ni [L] | wo [L] | xogă [L.H] | panå [L.L] | nixå [L.L] | xădănă [H.H.H] | å [H] | tte [L.L] | xő [L] | zèŕima [L.H.L]	o [lexical] | dhè [lexical] | xăcènă [lexical] | zèvonů [lexical] | txaŕăijo [lexical] | ni [lexical] | wo [lexical] | xogă [lexical] | panå [lexical] | nixå [lexical] | xădănă [xă- (prefix) + dă (root) + -nă (warm adjective suffix)] | å [lexical] | tte [lexical] | xő [lexical] | zèŕima [zè- (prefix) + ŕima (root)]	L%	none		no_reference	model_hypothesis
